dstport,protocol,tag
65439,ICMP,HTTP
29712,UDP,Telnet
33472,ICMP,HTTPS
40150,TCP,SSH
39779,UDP,DNS
52599,ICMP,SSH
27309,ICMP,FTP
44672,ICMP,DNS
23798,UDP,HTTP
63914,ICMP,HTTPS
48746,ICMP,SMTP
49114,ICMP,SMTP
9226,ICMP,HTTP
60311,UDP,DNS
10008,ICMP,POP3
59452,UDP,HTTPS
30871,UDP,Telnet
33058,ICMP,SSH
40548,TCP,FTP
63411,ICMP,HTTP
10631,UDP,POP3
48076,ICMP,HTTPS
18849,UDP,HTTPS
7909,TCP,SMTP
53911,TCP,IMAP
28524,ICMP,FTP
49974,TCP,HTTPS
41269,UDP,SSH
32754,TCP,IMAP
18907,TCP,SSH
36342,UDP,IMAP
53792,TCP,SMTP
20140,TCP,Telnet
35392,TCP,IMAP
58429,UDP,FTP
12430,TCP,DNS
58925,TCP,Telnet
20492,ICMP,Telnet
43207,TCP,HTTPS
3767,TCP,DNS
58895,TCP,POP3
23606,UDP,HTTPS
30231,UDP,HTTP
14659,ICMP,SSH
56375,UDP,SSH
57254,UDP,IMAP
32641,TCP,Telnet
61053,TCP,Telnet
9026,UDP,SSH
49990,TCP,DNS
20353,UDP,SSH
43531,TCP,SSH
38445,TCP,IMAP
35571,UDP,Telnet
35512,UDP,POP3
53283,TCP,POP3
58670,ICMP,DNS
17998,UDP,IMAP
22201,TCP,HTTP
10987,TCP,Telnet
33279,UDP,HTTP
44035,ICMP,POP3
22772,TCP,POP3
16290,UDP,SSH
15294,UDP,HTTP
54692,TCP,SMTP
25142,ICMP,POP3
25777,TCP,FTP
29818,ICMP,HTTPS
57881,ICMP,SSH
33549,ICMP,SSH
62203,UDP,FTP
11555,UDP,IMAP
35411,UDP,POP3
55357,TCP,DNS
6231,TCP,DNS
44710,TCP,HTTP
790,ICMP,POP3
51303,UDP,DNS
4064,UDP,HTTPS
8365,ICMP,Telnet
38954,ICMP,HTTP
30745,ICMP,HTTP
62978,TCP,SMTP
25015,TCP,Telnet
7618,UDP,FTP
11226,TCP,HTTP
39847,ICMP,SMTP
24682,UDP,FTP
60467,UDP,DNS
46621,ICMP,POP3
6067,TCP,HTTP
29255,ICMP,DNS
40426,TCP,IMAP
22540,UDP,HTTP
52722,TCP,IMAP
45114,TCP,SSH
65245,ICMP,DNS
6515,UDP,HTTP
53188,UDP,POP3
40878,UDP,FTP
54259,ICMP,Telnet
116,UDP,IMAP
30376,UDP,Telnet
29193,TCP,SSH
26699,TCP,IMAP
57458,UDP,HTTP
35979,TCP,HTTPS
4442,ICMP,HTTPS
10827,TCP,FTP
22837,TCP,HTTP
39040,TCP,SMTP
40317,UDP,SMTP
57489,ICMP,IMAP
52165,ICMP,FTP
27832,ICMP,Telnet
51537,ICMP,IMAP
55257,ICMP,SSH
5564,ICMP,Telnet
22967,UDP,HTTPS
32862,UDP,Telnet
23984,TCP,FTP
7583,TCP,SSH
54830,ICMP,HTTP
13818,UDP,SMTP
13430,UDP,SMTP
29028,ICMP,HTTPS
7549,UDP,POP3
34794,ICMP,IMAP
20725,ICMP,POP3
36605,UDP,IMAP
45009,UDP,POP3
34493,ICMP,SSH
49964,TCP,POP3
8772,UDP,Telnet
7264,UDP,SSH
47067,ICMP,DNS
42053,TCP,HTTPS
38641,ICMP,SSH
31256,UDP,HTTPS
4464,ICMP,SMTP
1149,TCP,Telnet
13765,UDP,HTTPS
35655,UDP,DNS
12940,TCP,IMAP
36825,UDP,SSH
51222,UDP,SMTP
9965,UDP,HTTPS
59607,ICMP,HTTP
33434,UDP,Telnet
19231,ICMP,POP3
34111,TCP,POP3
44122,UDP,SSH
62682,ICMP,FTP
56783,ICMP,SMTP
14713,ICMP,SMTP
43813,UDP,Telnet
1447,ICMP,SMTP
63020,ICMP,HTTP
55104,TCP,IMAP
15755,UDP,SSH
21271,TCP,FTP
20023,UDP,POP3
31369,UDP,DNS
55808,TCP,HTTPS
3080,UDP,IMAP
16387,UDP,Telnet
61997,UDP,POP3
54980,TCP,SSH
33811,TCP,HTTP
46708,ICMP,FTP
46383,ICMP,Telnet
51020,UDP,SSH
25913,ICMP,HTTP
27468,TCP,POP3
11225,UDP,FTP
25953,TCP,HTTPS
20881,TCP,HTTP
22096,TCP,HTTPS
4869,ICMP,Telnet
54754,ICMP,HTTPS
43116,UDP,HTTP
50144,UDP,Telnet
41040,ICMP,HTTP
26102,UDP,SSH
23278,TCP,HTTP
56599,TCP,HTTP
51154,ICMP,SSH
13744,UDP,HTTP
5605,ICMP,SSH
45266,ICMP,HTTP
11510,TCP,SSH
30171,UDP,HTTPS
51454,UDP,POP3
26026,UDP,FTP
38849,ICMP,DNS
54825,ICMP,SMTP
7662,ICMP,IMAP
24588,UDP,Telnet
62392,ICMP,HTTPS
8599,TCP,DNS
17096,UDP,IMAP
40150,UDP,HTTP
14714,TCP,IMAP
31401,UDP,IMAP
13285,TCP,POP3
40320,UDP,HTTP
59823,TCP,HTTPS
60721,UDP,SSH
14275,UDP,IMAP
12980,ICMP,DNS
13662,ICMP,IMAP
33468,UDP,FTP
29071,UDP,IMAP
7133,ICMP,SMTP
23431,TCP,HTTPS
732,TCP,FTP
32494,UDP,IMAP
46568,ICMP,IMAP
12823,TCP,POP3
49084,TCP,HTTP
20546,TCP,HTTPS
33611,UDP,FTP
5276,TCP,SMTP
62000,ICMP,Telnet
63666,TCP,SMTP
55176,TCP,SSH
7174,ICMP,FTP
22002,UDP,IMAP
1983,TCP,HTTP
47584,ICMP,DNS
54306,TCP,DNS
46214,ICMP,DNS
38483,ICMP,HTTP
53471,TCP,IMAP
45206,UDP,SMTP
28490,TCP,SSH
30712,ICMP,FTP
22510,TCP,IMAP
9503,ICMP,POP3
31731,UDP,SSH
18650,TCP,FTP
26457,UDP,HTTP
38638,TCP,DNS
54696,UDP,Telnet
16165,TCP,HTTP
25359,UDP,IMAP
1190,TCP,DNS
24241,UDP,FTP
60245,UDP,Telnet
29397,TCP,Telnet
51280,UDP,POP3
8986,TCP,SMTP
47080,UDP,SSH
40572,UDP,SSH
32219,TCP,HTTPS
44660,UDP,SSH
52416,TCP,POP3
21220,TCP,FTP
12616,ICMP,SSH
13807,UDP,HTTP
58269,ICMP,SMTP
7855,UDP,IMAP
14206,ICMP,SSH
32401,ICMP,Telnet
17602,ICMP,SSH
45565,ICMP,FTP
14435,UDP,HTTP
37187,UDP,IMAP
22635,ICMP,POP3
37105,TCP,FTP
48048,ICMP,FTP
6011,ICMP,SSH
21187,TCP,IMAP
34714,ICMP,IMAP
23486,ICMP,POP3
46866,TCP,IMAP
27838,ICMP,FTP
38175,UDP,HTTP
31261,UDP,POP3
9810,ICMP,Telnet
15703,TCP,FTP
1978,UDP,SSH
44871,TCP,DNS
24304,TCP,HTTP
49078,UDP,SSH
36228,TCP,FTP
30391,TCP,DNS
39427,TCP,HTTPS
4597,UDP,Telnet
7,UDP,DNS
49229,TCP,SMTP
47310,ICMP,HTTPS
60530,TCP,FTP
61265,UDP,POP3
45298,ICMP,SSH
55298,UDP,Telnet
838,ICMP,HTTPS
35965,ICMP,Telnet
846,TCP,IMAP
29262,UDP,DNS
46204,UDP,DNS
21346,ICMP,DNS
29998,UDP,POP3
49540,ICMP,HTTPS
20862,ICMP,SSH
17960,UDP,DNS
64162,UDP,Telnet
34475,ICMP,HTTP
34600,ICMP,Telnet
49446,TCP,HTTP
26238,UDP,Telnet
58045,TCP,HTTP
61662,TCP,SSH
29725,ICMP,FTP
5104,UDP,HTTP
50739,TCP,Telnet
34788,UDP,HTTP
28109,TCP,FTP
59053,UDP,SMTP
454,TCP,POP3
63454,UDP,SMTP
48799,UDP,SSH
10010,TCP,FTP
22379,UDP,HTTP
34167,TCP,POP3
33549,TCP,Telnet
52489,ICMP,HTTP
13050,ICMP,FTP
29199,ICMP,FTP
6789,TCP,FTP
14550,UDP,DNS
10309,ICMP,IMAP
18731,ICMP,POP3
10325,ICMP,FTP
37127,ICMP,FTP
36554,TCP,HTTP
55194,TCP,POP3
63718,TCP,Telnet
9117,UDP,DNS
20208,UDP,Telnet
60116,TCP,Telnet
7296,TCP,HTTPS
36941,ICMP,FTP
9766,ICMP,FTP
49514,UDP,FTP
17365,UDP,HTTP
57223,TCP,POP3
36578,UDP,IMAP
23161,TCP,HTTPS
11930,UDP,SMTP
8963,TCP,Telnet
52915,ICMP,HTTP
55905,UDP,DNS
16583,UDP,SSH
57081,ICMP,SSH
62025,UDP,SMTP
42713,UDP,DNS
21502,UDP,DNS
39967,TCP,FTP
24543,ICMP,HTTPS
60071,UDP,HTTPS
50848,TCP,FTP
27885,TCP,POP3
63425,UDP,FTP
21369,UDP,SMTP
32741,ICMP,DNS
13492,ICMP,IMAP
28713,ICMP,SMTP
63684,UDP,FTP
6385,TCP,IMAP
46341,ICMP,Telnet
41118,TCP,HTTPS
28992,TCP,Telnet
44446,UDP,IMAP
13546,UDP,FTP
20662,ICMP,Telnet
37266,UDP,IMAP
8114,TCP,IMAP
12298,ICMP,SSH
49996,ICMP,DNS
56466,TCP,POP3
17556,TCP,SMTP
63099,ICMP,Telnet
13379,ICMP,IMAP
35007,TCP,DNS
57051,TCP,HTTP
21682,TCP,IMAP
24048,TCP,Telnet
15808,TCP,HTTPS
11227,ICMP,Telnet
47895,TCP,HTTPS
38552,UDP,HTTPS
29413,UDP,SSH
58851,UDP,POP3
54890,TCP,IMAP
1735,TCP,POP3
43069,TCP,FTP
7065,UDP,Telnet
29285,UDP,POP3
5197,UDP,HTTPS
43641,ICMP,POP3
6570,UDP,HTTPS
10801,ICMP,POP3
62685,ICMP,DNS
57214,TCP,Telnet
14566,TCP,DNS
22260,UDP,FTP
5526,UDP,SMTP
94,UDP,FTP
28491,TCP,SMTP
65470,TCP,HTTPS
5861,TCP,DNS
57566,ICMP,POP3
37884,UDP,IMAP
14299,ICMP,SSH
29574,TCP,HTTP
50642,UDP,POP3
60009,UDP,SSH
48001,UDP,IMAP
39777,UDP,SMTP
57780,ICMP,IMAP
20905,TCP,IMAP
22567,UDP,SSH
5457,TCP,DNS
46246,UDP,SSH
58392,UDP,HTTP
48127,TCP,HTTP
17046,ICMP,SSH
23723,TCP,FTP
46482,TCP,SMTP
59550,UDP,HTTP
6847,ICMP,SMTP
20666,ICMP,HTTPS
61075,UDP,POP3
13863,ICMP,SMTP
53262,TCP,POP3
18940,TCP,FTP
25369,UDP,HTTPS
12293,UDP,IMAP
42082,ICMP,SMTP
38119,UDP,HTTPS
45365,TCP,DNS
23034,UDP,SSH
4614,ICMP,IMAP
2247,TCP,FTP
34092,TCP,FTP
1929,UDP,HTTP
50647,ICMP,SMTP
2075,TCP,HTTPS
19264,ICMP,SMTP
55678,TCP,IMAP
50651,TCP,HTTP
13789,TCP,IMAP
15255,ICMP,HTTP
1783,TCP,POP3
59246,UDP,SMTP
13459,TCP,FTP
4113,ICMP,Telnet
16818,ICMP,HTTPS
17362,UDP,SSH
12320,UDP,DNS
25601,ICMP,HTTP
9483,UDP,Telnet
57247,ICMP,Telnet
22748,TCP,Telnet
52640,TCP,Telnet
28428,ICMP,POP3
13876,ICMP,HTTP
44597,ICMP,SSH
3050,UDP,DNS
59351,ICMP,SMTP
43289,UDP,FTP
41085,ICMP,HTTP
633,ICMP,FTP
43606,TCP,SSH
23502,ICMP,Telnet
48064,TCP,POP3
61584,ICMP,SSH
56375,TCP,SMTP
23911,ICMP,Telnet
50047,UDP,HTTPS
26810,TCP,HTTPS
5167,ICMP,FTP
45849,UDP,POP3
52387,UDP,SMTP
11897,ICMP,SSH
18135,TCP,Telnet
16670,ICMP,SSH
64751,TCP,FTP
17192,ICMP,HTTPS
13906,TCP,SMTP
31842,UDP,SSH
48813,UDP,SSH
31283,UDP,Telnet
46987,ICMP,Telnet
11662,ICMP,IMAP
43363,ICMP,SMTP
52499,ICMP,Telnet
32973,TCP,FTP
39848,TCP,FTP
2071,TCP,SSH
42390,ICMP,SMTP
22357,UDP,SMTP
35118,ICMP,POP3
59469,ICMP,HTTPS
9524,UDP,SSH
24043,TCP,POP3
15117,TCP,HTTP
14567,ICMP,HTTP
32019,TCP,DNS
55014,ICMP,SMTP
50960,ICMP,Telnet
3484,ICMP,HTTP
54451,UDP,Telnet
17557,UDP,HTTP
11882,TCP,FTP
52771,UDP,DNS
60705,TCP,DNS
28993,ICMP,SSH
64619,TCP,HTTP
17750,TCP,POP3
24928,TCP,FTP
52304,UDP,POP3
59877,ICMP,SSH
60404,TCP,POP3
45479,ICMP,SMTP
25274,UDP,HTTPS
43276,UDP,HTTPS
23684,TCP,IMAP
61660,ICMP,POP3
44443,ICMP,HTTP
29453,TCP,HTTPS
37938,ICMP,SMTP
11836,TCP,Telnet
21398,ICMP,HTTP
58586,ICMP,DNS
29960,UDP,HTTP
48660,TCP,SSH
29908,ICMP,DNS
4197,ICMP,SSH
41567,TCP,SSH
58691,UDP,HTTP
41002,TCP,SMTP
34678,TCP,Telnet
44746,UDP,SSH
47164,TCP,Telnet
9437,ICMP,SMTP
45281,TCP,IMAP
56512,UDP,HTTP
23501,ICMP,SMTP
62042,UDP,SSH
65258,TCP,IMAP
45630,TCP,DNS
64569,UDP,DNS
19156,UDP,FTP
57290,UDP,Telnet
46754,ICMP,Telnet
50780,ICMP,HTTP
30050,UDP,SSH
44272,ICMP,SMTP
58545,ICMP,FTP
16499,ICMP,HTTP
4243,TCP,POP3
15682,ICMP,DNS
19663,TCP,FTP
27179,ICMP,HTTP
18257,UDP,SMTP
48612,TCP,FTP
2822,TCP,FTP
10818,UDP,SSH
56314,TCP,Telnet
51102,ICMP,FTP
20678,ICMP,HTTPS
39556,TCP,HTTPS
48621,TCP,SSH
52343,UDP,HTTPS
64937,ICMP,FTP
141,TCP,HTTPS
62083,ICMP,FTP
40449,UDP,SSH
27410,ICMP,POP3
35683,TCP,HTTPS
58490,ICMP,IMAP
65019,ICMP,Telnet
61004,UDP,SSH
36762,ICMP,IMAP
60970,ICMP,SMTP
26303,TCP,SMTP
34223,ICMP,SMTP
6952,ICMP,FTP
30470,UDP,IMAP
41895,ICMP,DNS
55769,TCP,FTP
35343,TCP,IMAP
53225,UDP,DNS
19292,ICMP,HTTPS
56513,TCP,FTP
30642,TCP,FTP
4339,UDP,HTTPS
59754,UDP,HTTP
57988,TCP,DNS
35591,TCP,HTTP
11971,TCP,IMAP
1359,ICMP,HTTP
43794,TCP,HTTP
17295,UDP,SSH
41993,TCP,SMTP
13069,TCP,SMTP
59627,ICMP,HTTP
15004,ICMP,SSH
35184,TCP,POP3
35373,TCP,HTTP
25171,UDP,DNS
54304,TCP,HTTPS
50566,ICMP,Telnet
18927,TCP,HTTPS
28239,TCP,HTTPS
4621,TCP,SSH
46186,UDP,IMAP
16626,UDP,SMTP
27739,ICMP,IMAP
8827,TCP,HTTP
10800,TCP,IMAP
31230,UDP,HTTPS
49889,TCP,DNS
36128,TCP,IMAP
22808,ICMP,Telnet
55676,TCP,FTP
40838,TCP,POP3
36841,UDP,FTP
33599,TCP,POP3
35715,TCP,SMTP
57250,ICMP,POP3
41370,TCP,POP3
26594,TCP,SMTP
58493,ICMP,SMTP
51696,ICMP,POP3
58519,UDP,SSH
3592,ICMP,HTTPS
71,UDP,IMAP
8311,UDP,SSH
32981,TCP,FTP
17256,UDP,Telnet
6031,TCP,DNS
52897,TCP,IMAP
62849,UDP,IMAP
9574,TCP,HTTPS
36476,UDP,IMAP
45200,UDP,Telnet
43948,TCP,FTP
15478,ICMP,HTTPS
50610,UDP,Telnet
7605,ICMP,IMAP
35240,TCP,SSH
63964,TCP,Telnet
12907,ICMP,HTTPS
51612,TCP,DNS
14958,UDP,SSH
55290,TCP,HTTP
3983,TCP,SSH
2455,UDP,IMAP
55242,UDP,SSH
38399,TCP,FTP
45880,TCP,SMTP
45892,TCP,DNS
6709,UDP,HTTPS
40221,ICMP,SSH
15515,UDP,FTP
20076,UDP,DNS
37097,TCP,HTTPS
23620,UDP,DNS
49246,TCP,IMAP
26599,ICMP,Telnet
1815,TCP,FTP
15797,TCP,Telnet
19438,UDP,DNS
10438,UDP,DNS
29816,UDP,Telnet
36543,UDP,IMAP
33115,UDP,IMAP
17919,ICMP,DNS
15333,TCP,POP3
49770,UDP,SMTP
29420,ICMP,HTTP
27026,UDP,FTP
28201,TCP,FTP
51929,TCP,SSH
45783,UDP,IMAP
56137,ICMP,POP3
52004,ICMP,IMAP
53122,UDP,Telnet
10579,ICMP,HTTPS
17781,TCP,DNS
26224,ICMP,Telnet
31149,UDP,DNS
51196,TCP,DNS
19559,TCP,DNS
2104,UDP,SMTP
64373,UDP,Telnet
51065,TCP,FTP
1273,TCP,SMTP
13697,TCP,HTTPS
51503,TCP,HTTP
5728,TCP,Telnet
17267,UDP,SMTP
44822,ICMP,Telnet
13182,ICMP,HTTPS
39366,ICMP,IMAP
7583,ICMP,POP3
55412,TCP,FTP
61585,TCP,SMTP
20034,ICMP,SMTP
19194,TCP,POP3
46003,TCP,HTTPS
19855,TCP,HTTP
13398,TCP,SMTP
51984,UDP,IMAP
22990,ICMP,HTTP
52430,TCP,IMAP
21882,UDP,Telnet
37804,ICMP,Telnet
11145,TCP,HTTP
27459,ICMP,IMAP
15851,UDP,IMAP
17713,TCP,FTP
40241,ICMP,HTTP
2958,ICMP,HTTPS
26694,TCP,DNS
39769,ICMP,SSH
25655,UDP,SMTP
39782,ICMP,HTTP
5518,UDP,DNS
57400,TCP,HTTP
33114,ICMP,SSH
41830,TCP,DNS
16763,TCP,SMTP
53332,ICMP,SMTP
28541,TCP,FTP
50761,ICMP,SSH
7155,ICMP,DNS
46603,ICMP,SMTP
40625,ICMP,DNS
26991,TCP,SSH
52390,UDP,HTTPS
35999,ICMP,HTTP
27167,ICMP,HTTP
339,UDP,DNS
34488,TCP,POP3
44222,UDP,SSH
34468,UDP,POP3
31395,UDP,FTP
23282,TCP,SMTP
6378,UDP,HTTPS
36794,UDP,POP3
13813,ICMP,HTTP
22464,TCP,SSH
22225,TCP,DNS
52428,TCP,POP3
48622,UDP,Telnet
12203,UDP,DNS
60834,ICMP,FTP
11611,TCP,Telnet
56657,ICMP,SSH
49391,UDP,IMAP
20322,ICMP,FTP
46575,UDP,SSH
61652,UDP,POP3
48296,UDP,SMTP
36797,TCP,DNS
10656,UDP,SMTP
52608,UDP,SSH
56788,UDP,Telnet
62006,UDP,POP3
33847,ICMP,HTTP
51529,ICMP,HTTPS
31091,TCP,HTTP
4411,UDP,SSH
14113,TCP,Telnet
33488,TCP,HTTP
5166,ICMP,POP3
27906,TCP,FTP
64672,UDP,POP3
1421,ICMP,POP3
60017,TCP,HTTP
44632,ICMP,POP3
223,UDP,POP3
52047,TCP,DNS
23137,UDP,Telnet
734,ICMP,DNS
57084,UDP,SSH
33142,UDP,SMTP
60639,ICMP,DNS
20023,TCP,POP3
5017,UDP,DNS
2200,ICMP,FTP
40896,TCP,Telnet
15533,UDP,DNS
55544,TCP,HTTP
34336,TCP,HTTP
17835,UDP,SMTP
4133,TCP,DNS
41000,ICMP,DNS
23318,UDP,Telnet
36856,UDP,Telnet
7663,TCP,HTTPS
51731,ICMP,HTTP
17592,ICMP,IMAP
28989,UDP,SSH
24122,TCP,Telnet
29248,TCP,SMTP
51006,ICMP,Telnet
32156,UDP,FTP
3077,ICMP,HTTP
25442,TCP,DNS
30622,TCP,DNS
23738,ICMP,HTTP
12797,TCP,SMTP
39455,ICMP,SSH
6066,ICMP,HTTP
65184,ICMP,POP3
18398,TCP,SMTP
29343,TCP,HTTPS
6977,UDP,IMAP
7312,UDP,HTTP
34881,UDP,SMTP
31684,TCP,SSH
19511,TCP,DNS
2405,ICMP,Telnet
42380,UDP,DNS
56908,UDP,SMTP
20210,ICMP,FTP
37867,TCP,SMTP
22570,UDP,POP3
61810,ICMP,HTTP
48503,TCP,SSH
8787,ICMP,POP3
24242,TCP,HTTPS
39340,ICMP,FTP
22552,TCP,SSH
11073,TCP,HTTP
50740,TCP,POP3
25815,ICMP,SMTP
51250,UDP,HTTPS
14621,ICMP,Telnet
29380,UDP,HTTPS
37829,UDP,DNS
49194,ICMP,SSH
60253,TCP,HTTP
1502,ICMP,HTTPS
30675,ICMP,IMAP
164,ICMP,POP3
2228,UDP,IMAP
27478,TCP,HTTPS
16787,ICMP,SMTP
18912,ICMP,IMAP
13392,ICMP,IMAP
53398,ICMP,FTP
44398,ICMP,SMTP
30698,UDP,DNS
15272,ICMP,HTTPS
49505,UDP,Telnet
18382,UDP,HTTP
27898,TCP,Telnet
5741,UDP,HTTPS
42752,TCP,SMTP
19649,ICMP,DNS
44527,ICMP,Telnet
36515,TCP,SSH
15244,ICMP,POP3
53594,ICMP,Telnet
59932,UDP,HTTPS
13772,ICMP,FTP
54039,UDP,HTTPS
62645,TCP,SMTP
2532,TCP,HTTP
19226,UDP,HTTPS
4216,TCP,IMAP
17358,TCP,HTTPS
40604,TCP,Telnet
1391,UDP,DNS
61458,UDP,SMTP
29738,TCP,Telnet
24279,ICMP,SMTP
21389,UDP,HTTP
19950,TCP,FTP
54801,UDP,DNS
48457,TCP,SSH
12422,UDP,HTTPS
39066,UDP,HTTP
19600,ICMP,HTTPS
14070,ICMP,SMTP
7978,ICMP,SSH
51713,TCP,SMTP
2517,UDP,DNS
43199,UDP,IMAP
11974,TCP,Telnet
5397,UDP,FTP
388,ICMP,SSH
64833,ICMP,DNS
42150,UDP,DNS
37508,UDP,SSH
41126,TCP,HTTP
43865,UDP,SMTP
63610,UDP,HTTP
31611,UDP,Telnet
21338,ICMP,HTTP
4984,ICMP,HTTP
53402,UDP,SSH
49817,TCP,Telnet
11779,TCP,IMAP
826,UDP,IMAP
1338,UDP,FTP
50657,UDP,IMAP
8062,ICMP,DNS
7635,ICMP,DNS
61429,TCP,DNS
22126,UDP,DNS
56295,UDP,FTP
45060,UDP,HTTPS
57031,ICMP,SMTP
53448,TCP,FTP
23200,TCP,FTP
28154,UDP,DNS
63880,TCP,Telnet
31007,TCP,HTTP
53628,ICMP,POP3
26166,ICMP,SSH
48050,ICMP,Telnet
60397,TCP,SSH
24425,ICMP,HTTP
40071,TCP,IMAP
24835,UDP,HTTP
54401,UDP,SSH
35303,TCP,SSH
36033,TCP,POP3
10266,TCP,HTTP
58524,ICMP,Telnet
46068,UDP,DNS
8681,TCP,HTTP
52030,UDP,IMAP
43055,UDP,HTTPS
33837,TCP,FTP
26526,TCP,FTP
50192,UDP,Telnet
17346,UDP,SSH
19369,UDP,Telnet
4753,UDP,HTTPS
52562,UDP,Telnet
1936,ICMP,FTP
62278,ICMP,SSH
803,TCP,DNS
21503,TCP,Telnet
46437,ICMP,POP3
44963,ICMP,SSH
34024,UDP,HTTPS
46295,TCP,HTTP
53286,ICMP,SMTP
24388,ICMP,POP3
6039,ICMP,SSH
63759,UDP,SMTP
62069,ICMP,HTTP
30296,UDP,HTTPS
46882,TCP,SSH
4303,TCP,IMAP
50883,UDP,FTP
27901,TCP,FTP
15986,UDP,HTTPS
24014,TCP,HTTP
50583,UDP,HTTP
9044,ICMP,HTTPS
56128,UDP,SMTP
38763,ICMP,HTTP
5740,ICMP,HTTP
60876,UDP,SSH
11591,TCP,POP3
31998,TCP,FTP
49975,UDP,DNS
14864,UDP,FTP
26620,TCP,POP3
39166,UDP,IMAP
49963,UDP,SMTP
43184,TCP,FTP
37696,ICMP,HTTP
35842,ICMP,SMTP
58506,ICMP,SMTP
23648,UDP,HTTPS
56352,ICMP,Telnet
24438,TCP,HTTPS
9197,ICMP,SMTP
63170,ICMP,HTTP
3709,ICMP,POP3
17446,ICMP,SMTP
39790,UDP,POP3
16713,TCP,IMAP
19697,ICMP,FTP
5059,UDP,Telnet
4982,TCP,IMAP
48000,ICMP,IMAP
23431,TCP,IMAP
45555,ICMP,IMAP
19275,ICMP,IMAP
51035,TCP,POP3
57778,ICMP,HTTP
53709,TCP,FTP
27319,UDP,SSH
38284,UDP,HTTP
17737,ICMP,HTTP
3325,TCP,POP3
35112,ICMP,SMTP
23826,ICMP,IMAP
56849,UDP,FTP
21403,TCP,FTP
11764,TCP,HTTPS
64929,UDP,POP3
14575,UDP,IMAP
41145,ICMP,POP3
53392,ICMP,FTP
13830,TCP,HTTP
33644,UDP,SSH
16289,TCP,SSH
35345,UDP,HTTP
44602,ICMP,Telnet
50,ICMP,SMTP
46328,TCP,SSH
44469,ICMP,IMAP
50965,ICMP,SMTP
47353,UDP,SSH
20740,UDP,SSH
29075,TCP,POP3
2971,TCP,IMAP
22967,UDP,HTTPS
157,UDP,SMTP
16262,TCP,FTP
8160,ICMP,HTTP
55403,ICMP,HTTPS
26402,TCP,SMTP
23198,UDP,DNS
35427,ICMP,FTP
2463,TCP,SSH
26834,UDP,SMTP
4333,ICMP,SMTP
22397,ICMP,SMTP
11314,ICMP,HTTP
27976,TCP,IMAP
58552,TCP,HTTPS
17021,ICMP,HTTP
7977,ICMP,HTTP
22550,ICMP,HTTPS
31134,UDP,HTTP
33226,UDP,Telnet
10535,ICMP,SSH
16431,TCP,POP3
32105,ICMP,POP3
24420,TCP,FTP
13413,UDP,FTP
27393,ICMP,POP3
25721,UDP,HTTP
28043,UDP,SMTP
16382,UDP,DNS
30124,TCP,POP3
21400,TCP,DNS
55502,TCP,HTTPS
15727,UDP,DNS
53890,ICMP,SSH
38896,UDP,POP3
43727,ICMP,SSH
58190,TCP,IMAP
22691,TCP,SSH
62883,UDP,POP3
54608,TCP,HTTP
39534,UDP,FTP
30962,TCP,IMAP
25633,UDP,SMTP
10852,UDP,SSH
40538,ICMP,IMAP
3848,ICMP,SMTP
36373,TCP,SSH
59805,UDP,POP3
1161,ICMP,HTTP
24264,TCP,SSH
37788,TCP,HTTP
47767,UDP,SMTP
32371,ICMP,HTTP
20201,ICMP,HTTPS
6077,UDP,HTTPS
22694,TCP,Telnet
51717,ICMP,SSH
8482,TCP,SMTP
53163,UDP,SSH
63270,UDP,HTTP
31471,ICMP,IMAP
46531,UDP,SSH
42433,TCP,SSH
33858,ICMP,DNS
51814,UDP,POP3
64633,UDP,SSH
56429,UDP,SMTP
8337,ICMP,HTTPS
1310,ICMP,POP3
53294,UDP,IMAP
37375,TCP,FTP
48925,ICMP,SSH
48961,ICMP,Telnet
33625,UDP,HTTPS
61415,ICMP,HTTPS
47613,TCP,SSH
62070,ICMP,SSH
45205,UDP,POP3
50939,UDP,SMTP
41410,TCP,DNS
249,UDP,HTTP
46896,TCP,POP3
7432,TCP,HTTPS
55452,TCP,SMTP
1549,UDP,Telnet
28283,ICMP,HTTP
50028,TCP,FTP
46312,TCP,SMTP
28443,ICMP,SMTP
9116,UDP,FTP
63726,ICMP,HTTPS
24591,TCP,DNS
39323,ICMP,FTP
63329,ICMP,HTTPS
19745,UDP,Telnet
19426,TCP,SMTP
60881,UDP,FTP
32807,ICMP,HTTP
49254,UDP,HTTPS
61524,TCP,DNS
30274,TCP,SMTP
30542,ICMP,HTTP
17964,UDP,IMAP
4422,TCP,SSH
13827,TCP,FTP
24819,TCP,FTP
5297,TCP,Telnet
6357,UDP,IMAP
26132,TCP,SSH
1238,ICMP,Telnet
26063,ICMP,DNS
39084,ICMP,SMTP
26450,UDP,SSH
13126,ICMP,Telnet
2147,TCP,IMAP
37875,ICMP,POP3
16061,ICMP,SMTP
11924,TCP,SMTP
55998,TCP,FTP
37824,TCP,SMTP
34340,UDP,IMAP
31677,ICMP,HTTP
33058,TCP,Telnet
16460,TCP,IMAP
12413,TCP,DNS
5855,TCP,IMAP
37373,ICMP,HTTPS
40579,UDP,HTTP
38447,UDP,DNS
1177,ICMP,Telnet
52128,ICMP,POP3
18809,UDP,DNS
8275,UDP,DNS
64703,ICMP,SMTP
23024,UDP,FTP
33217,ICMP,SMTP
30245,UDP,POP3
